Date,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-01-03,P0001,Clothing,North,134,100,185,100.66,82.88,10,Sunny,1,86.74,Autumn
2022-01-03,P0002,Groceries,North,405,353,74,355.08,17.36,0,Cloudy,1,17.32,Spring
2022-01-03,P0003,Electronics,West,290,255,118,246.78,42.7,20,Snowy,0,40.38,Autumn
2022-01-03,P0004,Clothing,South,403,154,189,166.81,89.67,15,Sunny,0,88.99,Autumn
2022-01-03,P0005,Clothing,East,311,147,29,154.97,65.77,0,Cloudy,1,61.06,Spring
2022-01-03,P0006,Electronics,North,448,342,112,357.52,95.74,10,Cloudy,0,94.29,Summer
2022-01-03,P0007,Furniture,West,277,54,126,48.62,98.9,0,Cloudy,0,97.62,Summer
2022-01-03,P0008,Toys,East,421,289,112,292.21,41.11,15,Cloudy,0,36.9,Summer
2022-01-03,P0009,Toys,South,241,179,135,198.59,42.07,0,Snowy,1,37.66,Winter
2022-01-03,P0010,Furniture,South,186,175,75,177.8,95.89,0,Rainy,1,96.19,Autumn
2022-01-03,P0011,Clothing,West,413,209,86,220.54,84.12,5,Sunny,0,89.06,Spring
2022-01-03,P0012,Toys,East,112,109,46,113.33,71.21,20,Rainy,1,74.71,Summer
2022-01-03,P0013,Groceries,South,268,43,78,49.77,49.23,0,Rainy,1,47.75,Spring
2022-01-03,P0014,Toys,South,347,58,38,49.31,21.87,10,Rainy,1,25.0,Autumn
2022-01-03,P0015,Electronics,South,495,399,86,390.1,60.83,0,Cloudy,1,60.34,Spring
2022-01-03,P0016,Clothing,West,324,95,145,111.3,56.78,20,Rainy,0,60.75,Winter
2022-01-03,P0017,Clothing,West,330,296,138,297.58,76.12,5,Snowy,0,77.55,Spring
2022-01-03,P0018,Electronics,East,297,105,66,104.66,98.9,10,Sunny,0,96.55,Winter
2022-01-03,P0019,Clothing,East,169,103,47,107.67,46.24,5,Cloudy,0,47.84,Autumn
2022-01-03,P0020,Toys,South,257,131,103,123.65,16.35,15,Cloudy,0,19.59,Autumn
2022-01-04,P0001,Furniture,South,335,271,147,276.13,81.01,20,Rainy,0,83.63,Summer
2022-01-04,P0002,Electronics,South,293,202,130,215.12,59.97,5,Snowy,1,61.76,Spring
2022-01-04,P0003,Toys,North,169,34,91,24.17,26.87,10,Snowy,0,30.53,Summer
2022-01-04,P0004,Clothing,West,294,165,43,164.1,99.12,10,Rainy,0,97.69,Summer
2022-01-04,P0005,Groceries,North,69,2,161,21.27,24.29,5,Rainy,0,25.5,Summer
2022-01-04,P0006,Electronics,East,328,308,113,323.67,18.48,0,Rainy,1,17.76,Autumn
2022-01-04,P0007,Toys,North,173,76,157,75.54,54.73,10,Snowy,1,52.32,Spring
2022-01-04,P0008,Toys,East,108,91,129,95.55,59.61,5,Rainy,1,57.85,Summer
2022-01-04,P0009,Furniture,West,494,113,84,121.8,14.64,20,Cloudy,1,12.8,Spring
2022-01-04,P0010,Electronics,East,366,274,102,268.6,63.63,15,Cloudy,1,62.96,Winter
2022-01-04,P0011,Toys,East,441,116,52,128.01,95.99,10,Sunny,0,95.78,Autumn
2022-01-04,P0012,Electronics,North,181,5,37,18.13,75.41,5,Rainy,1,75.03,Summer
2022-01-04,P0013,Furniture,East,330,115,116,111.27,24.19,15,Rainy,1,28.03,Autumn
2022-01-04,P0014,Clothing,East,228,79,158,75.88,85.33,0,Sunny,1,82.64,Spring
2022-01-04,P0015,Electronics,East,344,223,53,235.42,15.58,15,Cloudy,0,19.75,Winter
2022-01-04,P0016,Furniture,West,336,258,175,260.26,19.63,10,Cloudy,1,20.65,Summer
2022-01-04,P0017,Toys,West,355,236,26,248.1,53.81,0,Rainy,0,49.72,Winter
2022-01-04,P0018,Toys,North,431,309,165,323.61,37.49,20,Cloudy,0,40.66,Autumn
2022-01-04,P0019,Groceries,North,172,32,160,26.96,38.2,0,Rainy,0,38.42,Summer
2022-01-04,P0020,Clothing,South,145,44,122,43.44,84.13,15,Snowy,1,84.05,Winter
2022-01-05,P0001,Electronics,West,388,53,55,47.35,93.06,0,Snowy,1,88.15,Summer
2022-01-05,P0002,Groceries,South,191,189,177,187.88,84.04,20,Cloudy,0,87.67,Winter
2022-01-05,P0003,Furniture,East,370,146,68,155.15,25.75,0,Rainy,1,30.21,Summer
2022-01-05,P0004,Furniture,East,463,186,77,188.51,76.32,20,Cloudy,0,79.04,Summer
2022-01-05,P0005,Toys,West,140,77,149,90.49,49.52,20,Snowy,1,54.31,Spring
2022-01-05,P0006,Furniture,East,314,225,135,220.06,93.81,0,Snowy,0,89.3,Autumn
2022-01-05,P0007,Clothing,East,79,66,69,74.14,76.7,10,Rainy,1,73.33,Summer
2022-01-05,P0008,Electronics,South,411,35,83,35.46,24.28,15,Snowy,1,21.81,Winter
2022-01-05,P0009,Electronics,West,117,1,64,7.16,13.87,15,Rainy,1,14.32,Spring
2022-01-05,P0010,Clothing,West,109,95,73,90.43,14.93,10,Sunny,0,17.34,Winter
2022-01-05,P0011,Electronics,East,438,255,85,269.91,22.22,10,Snowy,1,25.17,Spring
2022-01-05,P0012,Toys,East,480,132,174,122.08,57.69,5,Cloudy,0,56.53,Winter
2022-01-05,P0013,Furniture,East,284,234,168,232.6,80.36,15,Rainy,1,78.62,Winter
2022-01-05,P0014,Furniture,South,444,42,86,44.15,40.6,10,Rainy,1,37.42,Winter
2022-01-05,P0015,Furniture,South,278,25,81,28.28,86.8,0,Snowy,0,90.41,Autumn
2022-01-05,P0016,Toys,North,202,30,195,29.93,30.33,15,Snowy,1,27.66,Autumn
2022-01-05,P0017,Toys,East,192,28,175,18.54,29.03,0,Snowy,0,25.22,Summer
2022-01-05,P0018,Groceries,South,168,38,74,41.71,97.97,15,Cloudy,0,102.22,Spring
2022-01-05,P0019,Toys,West,308,149,35,167.46,31.18,0,Sunny,1,34.2,Winter
2022-01-05,P0020,Groceries,North,286,192,70,205.67,65.34,10,Rainy,0,63.05,Autumn
2022-01-06,P0001,Furniture,West,223,170,89,164.48,96.28,15,Cloudy,1,93.98,Summer
2022-01-06,P0002,Electronics,East,110,30,21,26.5,55.36,20,Snowy,1,55.66,Autumn
2022-01-06,P0003,Furniture,South,210,180,82,188.69,25.18,15,Rainy,1,29.75,Autumn
2022-01-06,P0004,Toys,North,400,211,135,223.08,61.36,5,Cloudy,1,58.36,Summer
2022-01-06,P0005,Toys,East,457,243,182,250.44,83.39,0,Sunny,1,79.82,Spring
2022-01-06,P0006,Clothing,South,285,7,56,4.5,10.97,0,Cloudy,0,8.7,Winter
2022-01-06,P0007,Furniture,South,108,9,67,17.36,11.77,0,Rainy,1,10.1,Winter
2022-01-06,P0008,Furniture,South,463,231,175,248.13,23.44,20,Sunny,0,25.32,Summer
2022-01-06,P0009,Electronics,West,60,11,89,5.61,15.82,0,Cloudy,1,15.76,Summer
2022-01-06,P0010,Clothing,North,148,18,91,34.24,55.5,15,Rainy,0,52.96,Spring
2022-01-06,P0011,Clothing,East,266,144,183,142.02,58.31,10,Sunny,0,54.94,Summer
2022-01-06,P0012,Furniture,West,111,26,32,34.8,61.61,10,Sunny,0,58.61,Spring
2022-01-06,P0013,Toys,South,479,61,82,68.73,83.41,10,Cloudy,1,83.38,Spring
2022-01-06,P0014,Furniture,South,268,80,62,96.56,45.22,0,Cloudy,1,40.97,Autumn
2022-01-06,P0015,Furniture,North,490,476,53,478.76,20.66,0,Rainy,1,16.87,Winter
2022-01-06,P0016,Groceries,North,385,316,183,326.93,41.15,0,Rainy,1,42.58,Spring
2022-01-06,P0017,Toys,South,409,162,200,153.54,75.06,0,Cloudy,1,73.35,Summer
2022-01-06,P0018,Furniture,North,221,51,61,48.33,11.07,5,Sunny,0,13.04,Spring
2022-01-06,P0019,Furniture,North,67,37,84,37.59,51.51,5,Rainy,1,53.03,Summer
2022-01-06,P0020,Electronics,West,283,63,138,71.1,95.0,0,Rainy,0,94.76,Winter
2022-01-07,P0001,Clothing,North,388,39,187,49.7,66.68,15,Rainy,1,62.1,Autumn
2022-01-07,P0002,Furniture,West,427,145,148,143.9,84.95,5,Rainy,0,81.19,Winter
2022-01-07,P0003,Clothing,South,92,4,87,20.75,85.2,0,Sunny,1,90.12,Summer
2022-01-07,P0004,Furniture,North,121,8,198,12.47,42.9,10,Rainy,1,40.45,Winter
2022-01-07,P0005,Toys,South,340,298,113,305.17,82.07,20,Rainy,1,86.47,Autumn
2022-01-07,P0006,Electronics,East,187,175,161,194.41,73.39,0,Rainy,1,71.36,Spring
2022-01-07,P0007,Groceries,South,177,177,169,189.57,40.45,10,Sunny,1,41.65,Summer
2022-01-07,P0008,Electronics,South,172,154,176,154.77,12.48,0,Rainy,0,14.52,Winter
2022-01-07,P0009,Furniture,East,113,24,72,15.08,32.44,20,Rainy,1,28.48,Winter
2022-01-07,P0010,Furniture,North,74,63,35,72.14,61.85,0,Sunny,0,66.47,Summer
2022-01-07,P0011,Electronics,West,391,29,37,47.24,35.12,5,Rainy,0,36.38,Winter
2022-01-07,P0012,Clothing,South,158,52,197,43.5,14.89,5,Cloudy,1,16.76,Winter
2022-01-07,P0013,Groceries,South,244,59,158,58.25,18.4,5,Sunny,1,16.55,Autumn
2022-01-07,P0014,Groceries,East,135,48,72,41.05,83.95,15,Snowy,1,83.32,Spring
2022-01-07,P0015,Toys,West,270,71,71,70.58,83.65,20,Sunny,0,82.41,Autumn
2022-01-07,P0016,Electronics,East,240,86,189,90.58,16.24,10,Sunny,0,16.83,Spring
2022-01-07,P0017,Clothing,North,437,12,109,22.96,34.38,20,Snowy,1,34.61,Winter
2022-01-07,P0018,Electronics,East,394,336,35,334.26,72.54,10,Sunny,0,76.87,Autumn
2022-01-07,P0019,Furniture,South,317,35,154,41.58,80.19,0,Sunny,1,75.71,Autumn
2022-01-07,P0020,Toys,South,268,20,98,16.38,93.99,5,Snowy,0,91.56,Spring
2022-01-08,P0001,Clothing,South,370,264,56,282.53,72.31,20,Snowy,1,68.04,Autumn
2022-01-08,P0002,Furniture,East,327,50,31,63.85,75.25,10,Rainy,1,72.17,Spring
2022-01-08,P0003,Electronics,North,216,12,44,8.86,46.2,10,Sunny,1,45.15,Summer
2022-01-08,P0004,Clothing,East,435,250,26,245.77,29.64,0,Cloudy,1,25.93,Autumn
2022-01-08,P0005,Furniture,South,477,271,67,284.27,73.61,5,Sunny,0,69.74,Autumn
2022-01-08,P0006,Clothing,East,363,189,163,196.74,74.7,10,Rainy,1,79.56,Autumn
2022-01-08,P0007,Groceries,West,418,324,30,327.28,73.57,0,Sunny,1,69.12,Winter
2022-01-08,P0008,Clothing,East,496,454,56,463.17,19.84,5,Sunny,0,20.0,Autumn
2022-01-08,P0009,Electronics,West,176,104,21,107.37,84.48,0,Rainy,1,88.15,Spring
2022-01-08,P0010,Groceries,East,84,6,63,24.13,88.54,20,Snowy,1,92.13,Spring
2022-01-08,P0011,Furniture,East,482,480,68,480.66,74.14,20,Snowy,0,73.2,Winter
2022-01-08,P0012,Furniture,West,55,3,46,7.02,16.46,5,Snowy,1,17.96,Spring
2022-01-08,P0013,Groceries,South,303,11,29,17.37,87.77,0,Sunny,1,85.3,Summer
2022-01-08,P0014,Furniture,West,364,60,28,64.74,20.31,10,Cloudy,0,24.85,Summer
2022-01-08,P0015,Electronics,South,233,47,145,44.21,97.72,0,Cloudy,0,102.16,Winter
2022-01-08,P0016,Clothing,East,81,36,69,33.1,26.65,10,Cloudy,1,28.85,Spring
2022-01-08,P0017,Electronics,North,93,85,46,81.22,15.63,20,Snowy,0,18.44,Summer
2022-01-08,P0018,Toys,South,117,61,159,57.16,53.53,10,Snowy,0,51.64,Autumn
2022-01-08,P0019,Toys,South,109,66,132,70.44,22.67,0,Snowy,0,25.4,Winter
2022-01-08,P0020,Electronics,South,156,119,47,122.65,21.01,5,Cloudy,1,19.42,Summer
2022-01-09,P0001,Clothing,East,139,112,66,106.74,84.48,0,Snowy,0,89.23,Summer
2022-01-09,P0002,Groceries,North,363,337,95,336.29,45.42,5,Sunny,0,48.52,Autumn
2022-01-09,P0003,Groceries,East,159,98,47,112.01,71.37,10,Rainy,1,69.07,Summer
2022-01-09,P0004,Electronics,East,252,34,150,43.23,30.87,20,Snowy,1,35.29,Spring
2022-01-09,P0005,Furniture,West,418,4,143,-1.33,60.22,0,Cloudy,1,58.63,Summer
2022-01-09,P0006,Toys,East,248,65,138,59.54,82.33,15,Rainy,0,80.8,Spring
2022-01-09,P0007,Clothing,North,440,21,49,13.86,51.57,20,Cloudy,1,49.43,Summer
2022-01-09,P0008,Clothing,South,267,100,134,106.79,22.73,5,Cloudy,1,25.27,Autumn
2022-01-09,P0009,Electronics,South,427,331,128,343.88,32.9,20,Snowy,0,36.09,Summer
2022-01-09,P0010,Toys,East,60,40,65,51.32,85.57,20,Rainy,0,82.49,Spring
2022-01-09,P0011,Clothing,West,421,48,99,63.04,87.39,5,Cloudy,1,87.16,Summer
2022-01-09,P0012,Electronics,East,398,393,149,388.39,78.81,10,Sunny,1,81.37,Spring
2022-01-09,P0013,Groceries,East,223,116,35,126.41,26.29,15,Cloudy,1,22.02,Spring
2022-01-09,P0014,Electronics,West,495,198,146,205.97,82.3,15,Rainy,0,86.23,Autumn
2022-01-09,P0015,Electronics,South,90,67,92,68.42,15.65,15,Snowy,1,18.07,Summer
2022-01-09,P0016,Clothing,West,227,55,77,73.48,63.07,20,Sunny,0,60.96,Spring
2022-01-09,P0017,Clothing,North,488,312,171,312.76,27.22,0,Snowy,0,24.53,Summer
2022-01-09,P0018,Groceries,North,260,169,33,179.09,35.56,10,Cloudy,1,37.14,Winter
2022-01-09,P0019,Furniture,West,419,141,124,160.89,32.55,20,Snowy,0,32.84,Winter
2022-01-09,P0020,Electronics,North,486,225,190,216.77,83.51,15,Sunny,1,86.47,Summer
2022-01-10,P0001,Toys,South,126,57,61,59.64,21.01,15,Rainy,1,24.33,Spring
2022-01-10,P0002,Clothing,East,85,79,68,72.88,40.83,5,Rainy,1,37.97,Autumn
2022-01-10,P0003,Furniture,North,84,7,195,9.75,67.15,15,Snowy,0,66.45,Winter
2022-01-10,P0004,Clothing,West,209,92,54,105.52,94.47,0,Snowy,0,92.82,Spring
2022-01-10,P0005,Groceries,West,260,248,190,262.45,15.86,20,Rainy,0,19.76,Autumn
2022-01-10,P0006,Toys,East,134,89,159,90.46,77.71,10,Cloudy,1,73.15,Autumn
2022-01-10,P0007,Clothing,North,421,120,45,139.15,24.06,0,Sunny,1,27.82,Winter
2022-01-10,P0008,Furniture,South,318,216,57,207.11,96.13,15,Rainy,0,96.95,Spring
2022-01-10,P0009,Furniture,North,342,335,169,335.31,22.27,10,Sunny,1,22.9,Winter
2022-01-10,P0010,Electronics,North,217,158,176,148.76,37.11,20,Sunny,1,39.36,Summer
2022-01-10,P0011,Electronics,North,459,91,23,82.67,76.21,0,Cloudy,0,74.7,Spring
2022-01-10,P0012,Furniture,South,456,320,35,315.25,47.54,10,Rainy,1,50.18,Winter
2022-01-10,P0013,Furniture,East,436,67,123,82.23,87.82,0,Cloudy,0,83.78,Winter
2022-01-10,P0014,Groceries,West,274,79,117,85.44,63.08,20,Rainy,0,64.97,Autumn
2022-01-10,P0015,Toys,West,450,84,142,79.33,10.85,5,Rainy,1,14.0,Spring
2022-01-10,P0016,Toys,South,166,87,83,99.16,75.19,5,Cloudy,0,78.92,Winter
2022-01-10,P0017,Electronics,South,174,18,37,12.75,67.68,10,Cloudy,0,67.99,Autumn
2022-01-10,P0018,Electronics,North,413,369,98,365.01,45.57,15,Snowy,1,42.36,Summer
2022-01-10,P0019,Clothing,West,408,170,20,164.18,95.52,0,Cloudy,0,93.62,Summer
2022-01-10,P0020,Clothing,West,257,192,198,201.77,66.95,20,Cloudy,1,71.86,Summer
2022-01-11,P0001,Clothing,North,366,6,147,7.29,42.12,0,Sunny,0,46.51,Spring
2022-01-11,P0002,Furniture,West,226,188,200,200.13,26.76,10,Sunny,1,23.06,Autumn
2022-01-11,P0003,Furniture,West,417,201,164,191.15,15.89,10,Rainy,0,10.92,Spring
2022-01-11,P0004,Furniture,North,410,108,89,105.34,35.02,15,Rainy,1,34.81,Autumn
2022-01-11,P0005,Groceries,West,378,94,44,90.4,71.51,0,Rainy,1,71.49,Spring
2022-01-11,P0006,Furniture,North,151,28,145,33.81,59.59,20,Sunny,0,64.32,Winter
2022-01-11,P0007,Toys,East,200,70,48,69.87,85.49,5,Sunny,0,82.19,Autumn
2022-01-11,P0008,Groceries,West,124,53,50,60.63,76.08,15,Sunny,0,72.57,Autumn
2022-01-11,P0009,Furniture,South,119,29,157,45.21,61.5,0,Sunny,0,63.52,Spring
2022-01-11,P0010,Electronics,South,260,69,121,74.49,30.89,5,Cloudy,0,29.15,Autumn
2022-01-11,P0011,Groceries,West,253,201,67,195.03,58.66,20,Snowy,0,58.5,Spring
2022-01-11,P0012,Toys,West,430,405,175,424.34,69.5,0,Cloudy,0,67.32,Summer
2022-01-11,P0013,Electronics,East,489,3,41,1.28,54.68,0,Snowy,1,53.19,Summer
2022-01-11,P0014,Clothing,South,171,6,102,20.39,90.19,20,Cloudy,0,93.29,Winter
2022-01-11,P0015,Clothing,West,314,58,43,53.75,46.7,15,Rainy,1,49.54,Autumn
2022-01-11,P0016,Clothing,North,76,22,176,39.41,55.42,20,Rainy,0,52.25,Summer
2022-01-11,P0017,Clothing,West,334,320,138,311.88,78.35,15,Sunny,0,79.66,Summer
2022-01-11,P0018,Furniture,South,226,221,94,213.98,82.86,15,Snowy,0,85.23,Summer
2022-01-11,P0019,Electronics,West,252,23,194,32.78,25.73,20,Rainy,1,21.76,Winter
2022-01-11,P0020,Electronics,East,383,109,100,116.54,76.38,20,Snowy,1,74.88,Summer
2022-01-12,P0001,Toys,North,444,168,192,169.9,79.47,20,Rainy,0,77.09,Winter
2022-01-12,P0002,Electronics,South,154,113,119,122.87,38.97,10,Snowy,1,39.36,Summer
2022-01-12,P0003,Furniture,West,366,21,56,19.63,30.67,20,Rainy,1,26.08,Winter
2022-01-12,P0004,Electronics,North,77,64,156,83.42,91.29,0,Cloudy,0,95.37,Summer
2022-01-12,P0005,Electronics,North,385,99,117,97.28,79.42,15,Sunny,0,79.53,Autumn
2022-01-12,P0006,Groceries,South,211,204,95,195.3,43.25,10,Sunny,1,46.79,Winter
2022-01-12,P0007,Clothing,East,121,8,81,24.27,42.01,0,Sunny,1,42.25,Summer
2022-01-12,P0008,Furniture,North,55,7,20,16.78,85.9,5,Snowy,0,87.97,Autumn
2022-01-12,P0009,Clothing,South,198,3,124,21.65,72.82,15,Cloudy,1,69.2,Autumn
2022-01-12,P0010,Furniture,South,74,6,77,-0.11,34.77,15,Snowy,0,33.56,Summer
2022-01-12,P0011,Furniture,North,115,86,62,98.65,66.94,20,Sunny,1,70.62,Winter
2022-01-12,P0012,Furniture,East,495,328,97,329.15,83.85,0,Rainy,0,88.8,Winter
2022-01-12,P0013,Toys,East,262,63,79,53.02,78.14,5,Cloudy,0,79.39,Summer
2022-01-12,P0014,Groceries,North,419,104,183,96.74,56.87,0,Snowy,1,52.16,Autumn
2022-01-12,P0015,Clothing,West,370,89,149,84.22,47.97,0,Snowy,1,46.72,Winter
2022-01-12,P0016,Furniture,West,136,114,148,129.96,56.47,0,Snowy,1,56.87,Spring
2022-01-12,P0017,Clothing,North,126,10,198,22.96,57.77,15,Cloudy,1,59.25,Autumn
2022-01-12,P0018,Groceries,South,234,127,110,133.78,99.79,10,Snowy,1,101.06,Summer
2022-01-12,P0019,Toys,East,400,194,190,192.78,80.22,15,Rainy,1,75.39,Summer
2022-01-12,P0020,Electronics,North,215,151,28,150.95,29.89,15,Sunny,1,29.79,Winter
2022-01-13,P0001,Groceries,West,218,2,108,-7.96,83.14,10,Sunny,1,82.45,Autumn
2022-01-13,P0002,Electronics,North,83,71,99,74.08,91.06,5,Rainy,1,87.75,Spring
2022-01-13,P0003,Electronics,East,111,15,77,28.94,39.35,0,Rainy,0,42.66,Spring
2022-01-13,P0004,Toys,North,113,1,130,16.35,81.59,10,Rainy,0,79.22,Autumn
2022-01-13,P0005,Electronics,West,278,182,116,201.4,75.47,20,Sunny,0,79.33,Winter
2022-01-13,P0006,Toys,North,119,54,124,44.45,71.89,0,Sunny,1,70.71,Summer
2022-01-13,P0007,Toys,North,299,63,141,76.05,28.86,15,Rainy,0,25.62,Winter
2022-01-13,P0008,Groceries,East,438,133,184,127.12,49.31,5,Snowy,1,52.94,Spring
2022-01-13,P0009,Furniture,West,78,24,188,25.24,53.77,10,Sunny,1,52.99,Spring
2022-01-13,P0010,Furniture,North,318,247,109,263.55,90.22,5,Rainy,1,95.05,Autumn
2022-01-13,P0011,Toys,South,125,53,85,66.59,89.71,15,Sunny,1,88.3,Winter
2022-01-13,P0012,Toys,South,72,3,111,12.68,58.68,5,Snowy,1,60.03,Autumn
2022-01-13,P0013,Clothing,West,78,57,114,49.04,21.8,0,Sunny,1,25.59,Autumn
2022-01-13,P0014,Electronics,West,472,42,48,56.64,82.25,10,Cloudy,1,85.43,Spring
2022-01-13,P0015,Furniture,North,362,131,149,143.92,56.67,5,Cloudy,0,51.83,Winter
2022-01-13,P0016,Groceries,North,494,58,179,69.6,90.77,0,Cloudy,1,87.37,Winter
2022-01-13,P0017,Furniture,South,319,127,83,127.6,42.1,0,Rainy,1,39.34,Autumn
2022-01-13,P0018,Groceries,East,61,27,128,39.01,97.17,20,Rainy,1,94.22,Summer
2022-01-13,P0019,Groceries,West,408,352,66,371.13,15.09,0,Snowy,1,14.89,Winter
2022-01-13,P0020,Furniture,West,180,21,54,38.77,65.76,15,Sunny,0,67.8,Spring
2022-01-14,P0001,Groceries,East,159,76,124,85.52,22.88,20,Cloudy,1,19.15,Autumn
2022-01-14,P0002,Clothing,South,235,35,97,28.46,94.7,5,Snowy,1,96.42,Spring
2022-01-14,P0003,Furniture,East,343,22,79,31.36,93.45,15,Rainy,0,98.05,Autumn
2022-01-14,P0004,Toys,West,196,51,138,52.25,68.3,0,Cloudy,1,71.22,Summer
2022-01-14,P0005,Electronics,South,186,182,87,184.02,86.21,15,Snowy,1,81.75,Winter
2022-01-14,P0006,Toys,East,89,86,178,105.04,34.54,5,Sunny,1,33.79,Autumn
2022-01-14,P0007,Electronics,North,116,36,189,50.26,62.2,5,Rainy,1,65.03,Winter
2022-01-14,P0008,Electronics,South,283,25,99,40.46,97.05,20,Snowy,0,97.08,Summer
2022-01-14,P0009,Groceries,North,225,224,84,243.08,53.64,10,Rainy,1,50.79,Spring
2022-01-14,P0010,Furniture,East,361,144,105,135.12,82.31,10,Snowy,1,85.57,Winter
2022-01-14,P0011,Electronics,South,276,29,45,32.23,66.3,5,Sunny,1,65.91,Winter
2022-01-14,P0012,Electronics,West,251,68,50,62.45,37.3,0,Rainy,1,39.51,Autumn
2022-01-14,P0013,Electronics,North,363,291,139,298.08,76.06,0,Snowy,1,72.11,Spring
2022-01-14,P0014,Toys,East,426,137,100,129.84,85.76,10,Snowy,0,86.59,Summer
2022-01-14,P0015,Clothing,North,132,60,182,55.79,14.27,5,Snowy,0,9.7,Spring
2022-01-14,P0016,Groceries,West,248,210,92,207.29,26.03,0,Cloudy,1,23.06,Winter
2022-01-14,P0017,Toys,East,235,117,57,122.0,35.65,0,Cloudy,0,32.24,Summer
2022-01-14,P0018,Clothing,East,431,18,167,15.61,70.63,20,Cloudy,0,69.89,Spring
2022-01-14,P0019,Toys,North,449,388,30,393.75,84.62,5,Cloudy,0,81.59,Summer
2022-01-14,P0020,Toys,South,419,188,93,187.53,92.29,15,Rainy,0,96.58,Summer
