Date,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-01-05,P0001,Furniture,East,250,161,70,171.45,56.24,15,Snowy,1,60.32,Spring
2022-01-05,P0002,Electronics,North,182,101,81,92.92,43.43,20,Sunny,1,39.61,Autumn
2022-01-05,P0003,Electronics,North,274,263,91,257.46,30.78,10,Snowy,0,34.67,Summer
2022-01-05,P0004,Furniture,North,148,32,142,25.88,82.85,5,Sunny,0,78.98,Autumn
2022-01-05,P0005,Clothing,West,241,209,36,212.58,87.11,0,Cloudy,1,83.23,Spring
2022-01-05,P0006,Groceries,West,131,24,176,22.17,56.68,5,Cloudy,0,60.18,Spring
2022-01-05,P0007,Groceries,South,80,20,176,34.05,80.01,5,Rainy,1,80.65,Winter
2022-01-05,P0008,Clothing,East,483,148,111,145.1,41.24,0,Cloudy,1,44.9,Autumn
2022-01-05,P0009,Toys,West,228,100,183,109.92,96.96,5,Cloudy,1,98.62,Spring
2022-01-05,P0010,Toys,East,202,129,55,119.12,87.69,20,Snowy,0,83.87,Autumn
2022-01-05,P0011,Furniture,East,440,257,41,266.89,74.45,5,Cloudy,1,76.99,Spring
2022-01-05,P0012,Groceries,West,264,262,29,269.59,53.28,5,Rainy,0,56.77,Summer
2022-01-05,P0013,Toys,East,296,200,20,214.64,25.38,15,Cloudy,1,25.99,Spring
2022-01-05,P0014,Groceries,West,201,56,187,69.26,23.84,10,Sunny,1,19.73,Spring
2022-01-05,P0015,Clothing,South,70,24,28,17.01,52.21,20,Cloudy,0,56.17,Summer
2022-01-05,P0016,Furniture,West,176,105,174,106.4,79.34,20,Cloudy,0,79.16,Spring
2022-01-05,P0017,Groceries,East,399,294,100,302.77,13.13,15,Snowy,0,9.46,Summer
2022-01-05,P0018,Groceries,East,294,142,63,154.25,23.28,15,Cloudy,1,23.86,Autumn
2022-01-05,P0019,Electronics,South,222,55,27,68.88,67.3,10,Sunny,1,66.27,Spring
2022-01-05,P0020,Electronics,South,123,24,110,27.69,17.35,20,Cloudy,1,13.22,Autumn
2022-01-06,P0001,Furniture,West,131,81,82,99.33,28.58,10,Sunny,1,30.51,Winter
2022-01-06,P0002,Toys,North,117,23,47,33.65,48.84,15,Cloudy,1,44.11,Winter
2022-01-06,P0003,Clothing,East,71,65,197,71.43,60.75,0,Rainy,0,62.18,Autumn
2022-01-06,P0004,Groceries,East,72,62,118,74.56,58.46,5,Rainy,0,54.87,Autumn
2022-01-06,P0005,Clothing,South,106,76,64,83.08,17.93,10,Rainy,1,20.75,Autumn
2022-01-06,P0006,Toys,West,377,136,89,126.54,49.22,5,Rainy,0,46.24,Autumn
2022-01-06,P0007,Furniture,North,469,255,80,264.93,43.87,10,Snowy,0,40.56,Autumn
2022-01-06,P0008,Groceries,South,392,244,123,253.18,63.54,5,Snowy,0,59.21,Summer
2022-01-06,P0009,Toys,East,415,173,91,177.37,40.94,10,Cloudy,1,43.03,Spring
2022-01-06,P0010,Toys,East,350,330,165,337.59,65.09,15,Sunny,0,66.25,Autumn
2022-01-06,P0011,Clothing,South,104,95,155,86.35,69.04,20,Sunny,0,64.21,Summer
2022-01-06,P0012,Groceries,South,223,144,198,144.02,43.15,5,Snowy,0,40.69,Spring
2022-01-06,P0013,Groceries,East,467,350,191,348.62,49.42,10,Cloudy,0,53.84,Autumn
2022-01-06,P0014,Groceries,North,372,240,26,248.45,76.27,15,Cloudy,1,79.25,Summer
2022-01-06,P0015,Furniture,East,224,210,185,207.85,22.01,20,Cloudy,1,26.77,Summer
2022-01-06,P0016,Furniture,West,270,59,39,54.77,91.94,20,Snowy,1,92.99,Winter
2022-01-06,P0017,Groceries,South,207,57,43,53.64,26.93,0,Rainy,1,31.05,Winter
2022-01-06,P0018,Clothing,North,120,57,198,72.49,93.1,15,Rainy,1,93.47,Autumn
2022-01-06,P0019,Electronics,North,300,283,139,286.28,42.65,10,Sunny,1,44.37,Spring
2022-01-06,P0020,Clothing,West,246,203,47,215.81,99.48,10,Cloudy,1,100.87,Autumn
2022-01-07,P0001,Toys,West,394,150,68,153.84,85.79,5,Snowy,0,82.42,Spring
2022-01-07,P0002,Furniture,East,461,67,188,79.73,73.73,5,Snowy,0,78.46,Summer
2022-01-07,P0003,Electronics,West,85,72,59,80.31,42.82,0,Snowy,1,39.39,Autumn
2022-01-07,P0004,Groceries,East,301,114,124,127.05,93.78,15,Snowy,0,95.71,Summer
2022-01-07,P0005,Furniture,South,183,119,49,121.76,42.56,10,Rainy,0,41.52,Winter
2022-01-07,P0006,Toys,North,429,68,41,65.93,38.51,20,Cloudy,0,35.74,Summer
2022-01-07,P0007,Electronics,South,263,211,178,207.06,49.35,15,Cloudy,1,49.28,Winter
2022-01-07,P0008,Toys,North,74,46,129,59.22,96.55,10,Cloudy,1,94.72,Spring
2022-01-07,P0009,Groceries,South,332,117,101,118.21,72.01,15,Rainy,0,69.27,Summer
2022-01-07,P0010,Groceries,South,218,116,156,111.17,85.36,5,Cloudy,1,83.62,Summer
2022-01-07,P0011,Clothing,West,272,53,143,46.56,30.33,10,Rainy,1,32.73,Spring
2022-01-07,P0012,Toys,West,365,137,176,128.13,80.92,20,Cloudy,0,80.54,Winter
2022-01-07,P0013,Furniture,West,176,143,124,155.52,45.69,20,Cloudy,1,47.41,Spring
2022-01-07,P0014,Electronics,East,357,152,76,145.38,39.53,15,Sunny,1,38.08,Autumn
2022-01-07,P0015,Electronics,South,288,39,174,57.62,74.81,15,Snowy,1,77.91,Autumn
2022-01-07,P0016,Furniture,South,212,211,128,215.38,41.54,10,Cloudy,0,42.88,Autumn
2022-01-07,P0017,Electronics,South,103,100,157,106.28,79.73,0,Rainy,1,81.89,Winter
2022-01-07,P0018,Furniture,East,222,73,160,82.5,78.75,20,Rainy,0,76.47,Summer
2022-01-07,P0019,Groceries,North,144,122,148,119.27,12.31,10,Rainy,0,14.77,Autumn
2022-01-07,P0020,Groceries,West,90,86,103,91.01,61.14,10,Snowy,0,59.68,Summer
2022-01-08,P0001,Groceries,North,349,341,198,348.41,90.22,20,Rainy,1,87.58,Summer
2022-01-08,P0002,Toys,North,384,134,71,136.47,91.27,10,Cloudy,0,94.65,Spring
2022-01-08,P0003,Electronics,West,369,64,132,65.36,75.69,5,Sunny,1,78.99,Summer
2022-01-08,P0004,Groceries,East,414,298,93,291.97,41.52,20,Cloudy,0,42.35,Autumn
2022-01-08,P0005,Toys,South,314,107,130,100.71,35.32,10,Cloudy,1,32.6,Summer
2022-01-08,P0006,Groceries,South,300,233,149,252.44,52.87,10,Cloudy,0,51.75,Summer
2022-01-08,P0007,Furniture,South,208,18,172,24.31,74.31,10,Snowy,0,76.4,Autumn
2022-01-08,P0008,Electronics,South,405,278,65,269.15,74.62,0,Sunny,0,71.97,Autumn
2022-01-08,P0009,Groceries,West,371,241,113,236.08,68.99,0,Sunny,0,73.06,Spring
2022-01-08,P0010,Toys,West,57,23,71,25.74,91.77,10,Rainy,1,91.56,Autumn
2022-01-08,P0011,Electronics,South,64,7,79,-2.99,92.43,0,Snowy,0,88.55,Spring
2022-01-08,P0012,Clothing,North,294,13,186,3.77,35.54,20,Rainy,1,30.77,Winter
2022-01-08,P0013,Furniture,North,348,91,70,88.65,97.17,10,Cloudy,1,95.44,Winter
2022-01-08,P0014,Clothing,South,210,25,85,28.83,70.89,10,Cloudy,0,73.73,Winter
2022-01-08,P0015,Toys,West,339,117,147,136.52,74.19,10,Rainy,0,70.08,Summer
2022-01-08,P0016,Clothing,South,125,34,24,42.41,24.24,20,Cloudy,1,19.87,Spring
2022-01-08,P0017,Groceries,West,160,153,56,167.47,81.09,15,Sunny,0,86.01,Spring
2022-01-08,P0018,Clothing,South,471,351,36,341.29,97.91,0,Cloudy,0,93.15,Summer
2022-01-08,P0019,Toys,West,411,285,72,300.58,20.87,15,Rainy,1,18.88,Autumn
2022-01-08,P0020,Toys,East,314,188,67,182.25,89.75,5,Rainy,0,87.28,Autumn
2022-01-09,P0001,Groceries,South,361,155,102,149.74,78.43,15,Cloudy,1,82.14,Winter
2022-01-09,P0002,Toys,North,93,29,101,25.81,96.63,5,Rainy,1,95.9,Winter
2022-01-09,P0003,Electronics,North,204,50,179,62.18,58.55,15,Snowy,0,57.36,Autumn
2022-01-09,P0004,Electronics,East,240,137,177,144.48,60.26,15,Rainy,1,63.81,Spring
2022-01-09,P0005,Toys,South,478,242,102,249.33,94.9,20,Sunny,1,98.8,Autumn
2022-01-09,P0006,Groceries,South,170,71,151,69.31,95.07,5,Cloudy,1,90.08,Spring
2022-01-09,P0007,Clothing,East,332,237,66,256.19,91.4,15,Cloudy,0,91.21,Winter
2022-01-09,P0008,Electronics,West,116,45,152,35.45,81.13,10,Cloudy,1,84.71,Spring
2022-01-09,P0009,Electronics,North,306,252,166,258.01,72.99,20,Cloudy,1,71.11,Spring
2022-01-09,P0010,Electronics,South,376,222,59,212.54,11.3,10,Cloudy,0,7.69,Winter
2022-01-09,P0011,Clothing,East,450,334,155,345.11,91.41,10,Snowy,1,88.3,Winter
2022-01-09,P0012,Electronics,South,201,45,141,44.15,51.28,5,Cloudy,0,49.5,Spring
2022-01-09,P0013,Furniture,West,344,270,81,289.15,26.81,15,Sunny,1,26.46,Winter
2022-01-09,P0014,Toys,North,330,87,101,93.59,23.4,5,Snowy,1,24.43,Summer
2022-01-09,P0015,Electronics,West,443,270,162,264.3,71.86,20,Sunny,0,69.87,Autumn
2022-01-09,P0016,Furniture,North,219,178,114,179.94,52.98,0,Sunny,1,54.51,Winter
2022-01-09,P0017,Electronics,South,100,50,99,62.54,48.77,5,Snowy,1,46.12,Spring
2022-01-09,P0018,Furniture,West,96,95,63,103.86,45.68,0,Sunny,1,45.36,Autumn
2022-01-09,P0019,Clothing,West,491,45,68,46.59,15.25,15,Sunny,0,20.13,Winter
2022-01-09,P0020,Clothing,East,421,391,48,397.01,99.92,15,Snowy,1,95.92,Winter
2022-01-10,P0001,Groceries,West,117,42,158,56.12,31.79,5,Snowy,0,29.67,Autumn
2022-01-10,P0002,Toys,East,114,70,191,61.73,36.13,20,Cloudy,0,32.2,Autumn
2022-01-10,P0003,Furniture,South,127,11,181,15.25,49.6,5,Sunny,1,50.07,Spring
2022-01-10,P0004,Clothing,North,141,54,122,62.16,38.68,20,Cloudy,0,34.54,Winter
2022-01-10,P0005,Groceries,South,280,36,166,26.1,10.06,5,Snowy,1,7.89,Winter
2022-01-10,P0006,Toys,West,341,229,145,226.45,62.31,5,Snowy,0,66.62,Winter
2022-01-10,P0007,Toys,West,229,94,50,107.56,48.84,5,Snowy,0,45.8,Summer
2022-01-10,P0008,Groceries,West,248,212,82,227.94,24.63,5,Cloudy,1,28.34,Winter
2022-01-10,P0009,Toys,East,335,178,157,181.48,87.82,20,Snowy,0,91.32,Winter
2022-01-10,P0010,Electronics,West,416,300,197,304.96,63.39,15,Snowy,1,60.96,Autumn
2022-01-10,P0011,Toys,South,481,345,122,355.64,56.76,10,Sunny,1,55.94,Summer
2022-01-10,P0012,Clothing,South,170,147,77,162.71,33.95,15,Sunny,1,34.5,Spring
2022-01-10,P0013,Furniture,West,213,104,46,122.12,30.8,15,Snowy,1,26.83,Summer
2022-01-10,P0014,Groceries,South,293,73,25,64.18,48.94,10,Rainy,0,51.54,Autumn
2022-01-10,P0015,Groceries,South,350,293,81,293.45,31.05,10,Rainy,1,34.23,Spring
2022-01-10,P0016,Electronics,South,355,71,149,63.71,44.98,0,Cloudy,1,46.57,Winter
2022-01-10,P0017,Furniture,South,373,21,85,29.29,91.69,20,Cloudy,0,89.07,Winter
2022-01-10,P0018,Furniture,North,292,22,129,21.8,26.6,10,Rainy,0,29.87,Spring
2022-01-10,P0019,Toys,East,447,31,52,21.94,84.73,10,Snowy,0,85.3,Spring
2022-01-10,P0020,Groceries,East,287,259,151,270.1,95.77,5,Rainy,1,92.6,Summer
2022-01-11,P0001,Furniture,East,294,48,160,60.4,20.51,20,Snowy,1,17.82,Winter
2022-01-11,P0002,Furniture,South,253,112,160,107.97,87.79,10,Rainy,0,84.89,Winter
2022-01-11,P0003,Toys,North,155,67,20,76.09,52.77,20,Sunny,0,57.47,Spring
2022-01-11,P0004,Electronics,East,166,149,126,140.9,53.82,10,Cloudy,0,54.7,Spring
2022-01-11,P0005,Toys,East,445,317,40,331.04,36.25,20,Snowy,0,32.19,Summer
2022-01-11,P0006,Toys,North,445,277,174,286.47,57.78,15,Rainy,0,55.85,Summer
2022-01-11,P0007,Electronics,West,211,6,191,3.26,30.24,0,Sunny,0,33.1,Summer
2022-01-11,P0008,Electronics,North,308,22,108,12.51,35.64,0,Snowy,0,40.16,Summer
2022-01-11,P0009,Clothing,West,333,326,187,323.46,91.12,5,Rainy,0,95.77,Summer
2022-01-11,P0010,Clothing,South,377,172,60,172.46,92.76,15,Sunny,0,89.04,Spring
2022-01-11,P0011,Clothing,West,319,314,187,318.2,41.52,0,Snowy,1,46.04,Autumn
2022-01-11,P0012,Toys,South,87,48,68,63.14,14.82,20,Cloudy,1,15.72,Autumn
2022-01-11,P0013,Toys,South,383,379,167,374.54,53.87,0,Rainy,0,53.47,Spring
2022-01-11,P0014,Electronics,South,486,241,24,242.04,44.65,0,Snowy,0,42.28,Summer
2022-01-11,P0015,Furniture,North,266,144,192,151.74,45.52,15,Snowy,0,46.33,Winter
2022-01-11,P0016,Toys,South,439,58,191,77.75,16.44,15,Rainy,0,17.7,Winter
2022-01-11,P0017,Furniture,North,419,418,171,437.61,75.53,15,Cloudy,1,77.13,Spring
2022-01-11,P0018,Clothing,North,370,274,195,281.54,20.72,5,Cloudy,1,20.27,Autumn
2022-01-11,P0019,Toys,West,121,110,76,129.25,56.42,10,Sunny,0,56.84,Winter
2022-01-11,P0020,Electronics,West,368,333,72,333.12,62.7,15,Snowy,0,60.86,Summer
2022-01-12,P0001,Toys,South,340,314,194,326.23,47.51,10,Snowy,0,50.09,Summer
2022-01-12,P0002,Toys,South,204,91,69,109.24,96.59,5,Snowy,1,98.29,Summer
2022-01-12,P0003,Electronics,North,396,241,134,255.29,94.79,5,Rainy,0,95.96,Autumn
2022-01-12,P0004,Toys,West,216,21,167,39.03,95.01,15,Rainy,1,99.32,Summer
2022-01-12,P0005,Groceries,North,493,75,144,77.77,53.94,5,Snowy,1,55.88,Spring
2022-01-12,P0006,Electronics,East,397,138,167,129.28,51.45,15,Rainy,0,55.3,Autumn
2022-01-12,P0007,Clothing,East,144,46,82,53.42,97.34,0,Sunny,1,95.07,Spring
2022-01-12,P0008,Clothing,North,204,105,86,115.53,93.03,15,Rainy,1,91.01,Spring
2022-01-12,P0009,Electronics,North,403,37,29,35.64,29.62,15,Snowy,1,31.49,Autumn
2022-01-12,P0010,Groceries,East,234,23,90,32.22,29.43,5,Snowy,0,32.95,Autumn
2022-01-12,P0011,Groceries,West,466,62,53,73.3,67.49,0,Cloudy,1,66.29,Autumn
2022-01-12,P0012,Electronics,East,65,19,99,20.63,88.2,15,Rainy,0,84.3,Winter
2022-01-12,P0013,Electronics,North,332,58,113,56.29,17.36,5,Snowy,1,13.02,Spring
2022-01-12,P0014,Clothing,West,134,33,128,28.41,17.13,15,Cloudy,1,13.86,Summer
2022-01-12,P0015,Clothing,East,481,159,93,159.48,97.74,15,Cloudy,0,100.84,Autumn
2022-01-12,P0016,Clothing,West,119,14,45,27.21,74.04,15,Sunny,0,78.64,Winter
2022-01-12,P0017,Clothing,East,170,52,173,49.58,69.15,15,Rainy,1,70.49,Summer
2022-01-12,P0018,Furniture,East,123,37,148,54.95,14.94,15,Sunny,0,14.69,Spring
2022-01-12,P0019,Electronics,South,291,227,170,238.75,72.52,15,Snowy,1,74.68,Spring
2022-01-12,P0020,Furniture,North,461,219,99,233.98,79.94,10,Snowy,1,82.61,Spring
2022-01-13,P0001,Furniture,South,469,317,100,331.97,44.84,15,Cloudy,0,43.79,Autumn
2022-01-13,P0002,Toys,West,493,54,162,68.04,14.8,0,Cloudy,0,18.91,Summer
2022-01-13,P0003,Electronics,West,157,149,133,140.76,11.82,20,Sunny,0,6.85,Spring
2022-01-13,P0004,Electronics,South,417,247,199,251.63,50.1,10,Snowy,1,53.22,Summer
2022-01-13,P0005,Electronics,North,195,158,110,156.04,10.12,10,Cloudy,1,14.88,Autumn
2022-01-13,P0006,Groceries,North,361,334,132,339.52,37.68,5,Rainy,1,39.7,Autumn
2022-01-13,P0007,Toys,West,256,225,82,219.43,42.72,20,Cloudy,1,41.31,Winter
2022-01-13,P0008,Groceries,North,99,37,106,46.28,93.46,15,Rainy,0,93.68,Summer
2022-01-13,P0009,Electronics,South,442,335,168,335.05,62.82,15,Sunny,0,64.74,Winter
2022-01-13,P0010,Furniture,West,120,111,20,128.62,51.9,10,Cloudy,0,53.67,Spring
2022-01-13,P0011,Electronics,West,281,175,174,174.3,41.28,5,Rainy,1,45.86,Spring
2022-01-13,P0012,Toys,East,285,217,197,227.24,50.8,20,Snowy,1,50.97,Spring
2022-01-13,P0013,Toys,West,288,229,65,236.59,26.64,20,Snowy,1,29.48,Spring
2022-01-13,P0014,Electronics,East,142,62,42,56.79,89.37,20,Rainy,1,93.37,Spring
2022-01-13,P0015,Furniture,East,287,283,155,297.88,43.51,15,Rainy,0,48.36,Summer
2022-01-13,P0016,Furniture,West,90,79,99,86.83,71.44,10,Cloudy,0,75.1,Autumn
2022-01-13,P0017,Toys,West,231,98,151,96.71,17.47,10,Snowy,0,19.33,Winter
2022-01-13,P0018,Electronics,West,100,12,23,6.57,81.0,10,Snowy,1,76.24,Spring
2022-01-13,P0019,Groceries,East,409,247,25,237.93,46.04,20,Cloudy,1,46.69,Summer
2022-01-13,P0020,Toys,East,297,17,170,7.87,76.12,0,Cloudy,0,79.62,Spring
2022-01-14,P0001,Groceries,West,81,45,121,40.43,35.05,20,Sunny,0,35.31,Winter
2022-01-14,P0002,Electronics,South,158,36,167,29.58,82.89,15,Snowy,0,82.53,Winter
2022-01-14,P0003,Toys,North,173,43,108,54.1,65.02,0,Cloudy,0,68.95,Winter
2022-01-14,P0004,Groceries,North,200,199,84,203.2,54.16,15,Snowy,0,56.23,Spring
2022-01-14,P0005,Groceries,East,124,63,189,59.59,59.94,0,Sunny,1,56.92,Autumn
2022-01-14,P0006,Electronics,South,402,86,164,98.71,66.55,15,Sunny,0,62.45,Winter
2022-01-14,P0007,Groceries,South,67,53,167,44.59,72.68,20,Sunny,1,67.88,Winter
2022-01-14,P0008,Groceries,West,202,41,122,47.16,60.89,5,Rainy,0,64.9,Winter
2022-01-14,P0009,Furniture,West,427,136,157,152.44,67.27,0,Rainy,1,70.87,Winter
2022-01-14,P0010,Electronics,East,420,326,52,318.11,57.72,0,Sunny,1,55.28,Autumn
2022-01-14,P0011,Clothing,West,168,25,38,44.41,27.09,20,Cloudy,1,27.63,Autumn
2022-01-14,P0012,Electronics,West,305,56,88,69.39,52.12,5,Rainy,1,48.88,Summer
2022-01-14,P0013,Groceries,West,84,76,179,90.93,85.91,20,Snowy,0,82.2,Summer
2022-01-14,P0014,Toys,North,131,50,105,66.59,95.23,15,Snowy,0,99.86,Autumn
2022-01-14,P0015,Groceries,North,481,96,109,114.79,77.87,15,Rainy,1,78.17,Autumn
2022-01-14,P0016,Clothing,North,72,23,127,38.69,46.51,0,Rainy,0,50.98,Spring
2022-01-14,P0017,Electronics,East,159,12,23,10.22,34.68,15,Snowy,0,36.34,Summer
2022-01-14,P0018,Toys,East,216,95,54,114.06,30.35,0,Sunny,1,32.33,Winter
2022-01-14,P0019,Groceries,South,397,195,53,188.23,38.35,15,Cloudy,1,34.29,Summer
2022-01-14,P0020,Electronics,East,471,208,51,208.95,49.5,5,Rainy,1,45.3,Summer
