Date,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-01-07,P0014,Electronics,West,272,211,134,227.28,61.07,10,Snowy,1,58.4,Summer
2022-01-07,P0015,Electronics,East,206,161,141,172.67,63.13,0,Cloudy,0,60.01,Autumn
2022-01-07,P0016,Furniture,North,170,111,168,105.03,38.22,0,Cloudy,0,41.87,Autumn
2022-01-07,P0017,Groceries,East,453,186,65,189.39,78.41,10,Snowy,1,82.58,Autumn
2022-01-07,P0018,Clothing,East,159,30,41,24.11,44.62,20,Sunny,1,49.14,Autumn
2022-01-07,P0019,Furniture,East,60,33,155,33.96,31.44,0,Rainy,1,33.88,Spring
2022-01-07,P0020,Groceries,West,248,126,28,122.01,38.55,0,Rainy,0,42.42,Winter
2022-01-08,P0001,Toys,North,107,53,189,62.9,21.2,20,Sunny,0,18.82,Summer
2022-01-08,P0002,Clothing,West,196,149,35,142.88,48.65,10,Cloudy,1,45.55,Spring
2022-01-08,P0003,Toys,East,341,208,23,202.85,61.05,10,Cloudy,1,62.64,Spring
2022-01-08,P0004,Electronics,South,401,61,25,70.2,57.98,20,Rainy,1,60.38,Autumn
2022-01-08,P0005,Groceries,East,459,211,35,207.67,10.83,20,Sunny,1,11.86,Summer
2022-01-08,P0006,Furniture,North,323,223,111,232.03,61.72,5,Snowy,1,62.81,Spring
2022-01-08,P0007,Toys,South,112,93,177,105.58,42.82,5,Sunny,0,45.41,Summer
2022-01-08,P0008,Groceries,West,297,150,96,162.16,74.0,5,Snowy,1,69.22,Autumn
2022-01-08,P0009,Toys,East,489,147,81,141.76,21.5,5,Sunny,1,18.34,Spring
2022-01-08,P0010,Clothing,East,254,209,57,201.37,72.32,5,Cloudy,1,74.51,Winter
2022-01-08,P0011,Groceries,North,137,40,159,55.57,50.72,5,Rainy,0,54.08,Summer
2022-01-08,P0012,Toys,West,314,8,78,1.3,44.41,15,Sunny,1,39.42,Autumn
2022-01-08,P0013,Groceries,West,365,241,86,239.85,95.4,0,Sunny,1,91.51,Autumn
2022-01-08,P0014,Groceries,West,177,8,37,4.09,72.93,10,Sunny,0,72.3,Summer
2022-01-08,P0015,Groceries,South,307,230,20,241.79,96.08,0,Rainy,0,92.66,Autumn
2022-01-08,P0016,Clothing,South,101,89,162,91.65,19.72,15,Sunny,1,18.2,Summer
2022-01-08,P0017,Clothing,East,377,116,49,126.12,60.49,20,Cloudy,1,61.93,Winter
2022-01-08,P0018,Furniture,East,448,125,199,131.84,88.88,15,Sunny,0,89.6,Spring
2022-01-08,P0019,Furniture,South,135,83,195,100.37,42.53,0,Snowy,1,46.54,Summer
2022-01-08,P0020,Groceries,West,383,96,44,107.46,20.84,10,Sunny,1,21.93,Spring
2022-01-09,P0001,Toys,West,412,408,114,407.25,89.6,20,Rainy,0,94.16,Winter
2022-01-09,P0002,Clothing,East,359,178,97,172.45,78.44,20,Rainy,0,75.44,Autumn
2022-01-09,P0003,Clothing,West,107,28,192,43.08,13.88,0,Sunny,0,11.35,Autumn
2022-01-09,P0004,Toys,West,175,72,133,74.53,21.72,5,Sunny,0,25.34,Summer
2022-01-09,P0005,Furniture,North,267,101,67,106.31,90.11,10,Rainy,0,85.86,Autumn
2022-01-09,P0006,Clothing,South,266,151,27,157.09,55.34,5,Snowy,1,52.57,Summer
2022-01-09,P0007,Electronics,East,463,384,53,382.37,40.06,15,Sunny,0,43.5,Autumn
2022-01-09,P0008,Furniture,North,131,123,94,132.65,49.76,5,Rainy,0,44.85,Autumn
2022-01-09,P0009,Toys,South,249,207,176,199.24,88.92,15,Snowy,0,87.53,Spring
2022-01-09,P0010,Toys,East,225,98,56,94.99,91.41,0,Snowy,1,92.16,Spring
2022-01-09,P0011,Clothing,East,418,338,109,330.41,54.48,20,Sunny,0,53.24,Winter
2022-01-09,P0012,Groceries,West,156,152,113,159.59,95.44,0,Cloudy,0,95.95,Autumn
2022-01-09,P0013,Clothing,North,278,253,65,269.96,41.74,5,Sunny,1,44.33,Autumn
2022-01-09,P0014,Electronics,South,486,304,171,296.09,55.76,5,Sunny,0,51.67,Spring
2022-01-09,P0015,Electronics,West,80,19,186,36.63,10.4,20,Rainy,0,11.15,Autumn
2022-01-09,P0016,Clothing,North,282,222,166,215.32,41.91,0,Snowy,1,46.88,Winter
2022-01-09,P0017,Electronics,North,412,200,27,196.83,50.57,5,Rainy,0,48.42,Autumn
2022-01-09,P0018,Electronics,North,281,113,148,129.24,79.83,5,Rainy,0,81.85,Winter
2022-01-09,P0019,Furniture,East,274,148,91,164.34,34.29,5,Snowy,0,29.39,Autumn
2022-01-09,P0020,Furniture,East,445,214,147,220.09,17.26,5,Sunny,1,14.58,Autumn
2022-01-10,P0001,Furniture,West,101,23,102,18.75,30.18,15,Cloudy,1,26.91,Summer
2022-01-10,P0002,Clothing,North,499,211,159,220.04,56.35,10,Rainy,1,58.67,Summer
2022-01-10,P0003,Electronics,South,180,28,146,43.2,56.87,5,Snowy,1,61.07,Autumn
2022-01-10,P0004,Furniture,North,58,40,149,48.74,77.7,20,Snowy,1,74.51,Winter
2022-01-10,P0005,Electronics,East,153,112,185,109.37,31.47,5,Snowy,1,35.0,Spring
2022-01-10,P0006,Clothing,South,142,112,180,131.57,86.12,0,Rainy,0,82.46,Summer
2022-01-10,P0007,Furniture,East,157,140,110,133.11,81.91,0,Cloudy,0,81.5,Winter
2022-01-10,P0008,Groceries,North,129,94,137,108.16,82.5,15,Rainy,0,87.39,Spring
2022-01-10,P0009,Groceries,North,420,177,62,181.88,70.69,5,Rainy,1,73.15,Summer
2022-01-10,P0010,Electronics,South,225,209,185,222.54,21.75,5,Snowy,0,23.91,Spring
2022-01-10,P0011,Groceries,North,434,46,145,51.3,60.87,15,Cloudy,1,60.0,Autumn
2022-01-10,P0012,Toys,South,102,62,68,77.34,79.0,10,Rainy,0,75.64,Spring
2022-01-10,P0013,Groceries,East,276,176,120,183.7,33.77,0,Snowy,0,30.48,Spring
2022-01-10,P0014,Electronics,North,112,21,111,13.92,80.06,5,Sunny,0,78.11,Winter
2022-01-10,P0015,Furniture,West,494,300,31,311.48,61.44,0,Sunny,0,60.36,Winter
2022-01-10,P0016,Groceries,East,407,103,90,107.56,60.15,15,Sunny,1,64.52,Winter
2022-01-10,P0017,Furniture,East,308,266,164,259.6,31.07,20,Rainy,1,30.57,Summer
2022-01-10,P0018,Furniture,South,331,235,49,234.25,22.58,20,Cloudy,1,27.56,Summer
2022-01-10,P0019,Electronics,East,481,154,169,169.61,85.04,5,Cloudy,0,82.62,Autumn
2022-01-10,P0020,Toys,West,372,176,182,183.29,15.56,0,Sunny,1,19.15,Summer
2022-01-11,P0001,Clothing,East,208,204,88,202.45,31.82,10,Cloudy,1,33.04,Autumn
2022-01-11,P0002,Groceries,North,424,331,49,330.5,99.84,20,Sunny,1,96.92,Summer
2022-01-11,P0003,Groceries,North,91,52,127,56.63,81.55,15,Snowy,0,80.98,Winter
2022-01-11,P0004,Furniture,North,215,175,28,166.11,20.2,20,Rainy,1,19.15,Winter
2022-01-11,P0005,Electronics,West,275,210,153,213.34,25.24,20,Cloudy,1,27.65,Spring
2022-01-11,P0006,Clothing,North,92,29,23,28.38,41.2,20,Cloudy,1,38.1,Summer
2022-01-11,P0007,Toys,North,143,82,177,86.28,61.03,0,Sunny,0,60.86,Summer
2022-01-11,P0008,Clothing,South,296,71,128,89.7,80.21,20,Rainy,0,78.7,Summer
2022-01-11,P0009,Toys,West,278,168,141,178.08,24.63,20,Rainy,1,27.39,Autumn
2022-01-11,P0010,Electronics,South,170,50,87,68.65,77.8,0,Cloudy,0,75.62,Winter
2022-01-11,P0011,Furniture,North,183,117,148,135.3,86.62,15,Snowy,0,89.33,Autumn
2022-01-11,P0012,Groceries,South,285,89,108,92.19,51.37,5,Cloudy,0,55.02,Autumn
2022-01-11,P0013,Electronics,North,492,178,46,175.13,34.5,5,Snowy,0,30.13,Autumn
2022-01-11,P0014,Groceries,West,161,159,143,159.83,78.42,10,Sunny,0,74.87,Spring
2022-01-11,P0015,Electronics,West,390,230,159,234.2,34.5,10,Rainy,1,38.93,Spring
2022-01-11,P0016,Toys,North,315,6,194,19.66,37.75,5,Cloudy,1,39.79,Winter
2022-01-11,P0017,Clothing,North,337,148,173,144.72,18.95,20,Cloudy,0,17.94,Spring
2022-01-11,P0018,Clothing,West,422,224,122,226.01,76.19,10,Rainy,0,77.91,Summer
2022-01-11,P0019,Clothing,West,69,19,61,27.2,82.84,15,Rainy,1,78.4,Autumn
2022-01-11,P0020,Groceries,South,384,155,177,154.7,77.59,0,Cloudy,0,78.87,Winter
2022-01-12,P0001,Toys,South,132,6,84,-2.04,60.36,5,Rainy,1,59.95,Spring
2022-01-12,P0002,Toys,South,491,448,163,466.49,39.15,5,Snowy,0,37.51,Autumn
2022-01-12,P0003,Electronics,East,115,67,44,70.23,31.0,10,Cloudy,0,34.81,Winter
2022-01-12,P0004,Furniture,North,229,29,63,47.58,19.32,20,Snowy,1,23.64,Spring
2022-01-12,P0005,Electronics,East,237,129,175,119.96,60.15,20,Sunny,1,57.72,Autumn
2022-01-12,P0006,Clothing,North,412,32,34,44.59,30.51,15,Rainy,0,30.36,Summer
2022-01-12,P0007,Groceries,North,388,345,139,351.19,65.87,15,Snowy,1,67.61,Autumn
2022-01-12,P0008,Furniture,North,415,39,36,40.35,64.04,5,Cloudy,0,65.98,Summer
2022-01-12,P0009,Electronics,North,183,162,127,158.96,74.48,15,Cloudy,1,69.69,Summer
2022-01-12,P0010,Electronics,East,259,116,163,111.75,72.65,5,Rainy,1,72.17,Summer
2022-01-12,P0011,Toys,North,198,170,21,170.13,54.66,0,Sunny,0,52.58,Summer
2022-01-12,P0012,Toys,West,170,78,55,84.14,39.19,5,Sunny,1,36.9,Spring
2022-01-12,P0013,Groceries,East,386,136,54,127.44,86.78,10,Sunny,1,89.17,Winter
2022-01-12,P0014,Clothing,East,345,132,26,132.99,43.4,0,Cloudy,0,45.48,Autumn
2022-01-12,P0015,Clothing,West,78,18,102,14.56,83.43,15,Sunny,0,82.19,Spring
2022-01-12,P0016,Electronics,North,79,40,190,37.92,16.59,20,Cloudy,0,15.08,Autumn
2022-01-12,P0017,Toys,North,394,86,113,89.87,93.44,15,Sunny,1,90.24,Winter
2022-01-12,P0018,Toys,North,99,18,172,26.08,11.98,20,Sunny,1,12.84,Autumn
2022-01-12,P0019,Electronics,South,279,197,21,203.22,32.6,0,Sunny,1,30.33,Summer
2022-01-12,P0020,Clothing,South,250,60,141,58.53,28.87,15,Snowy,0,29.0,Winter
2022-01-13,P0001,Furniture,North,215,63,81,66.91,46.64,15,Rainy,0,44.03,Summer
2022-01-13,P0002,Clothing,South,257,123,29,120.01,34.33,20,Sunny,1,31.65,Autumn
2022-01-13,P0003,Toys,West,233,73,104,76.77,86.92,5,Sunny,0,85.88,Summer
2022-01-13,P0004,Electronics,North,491,172,88,174.56,70.34,10,Snowy,1,71.9,Winter
2022-01-13,P0005,Furniture,East,365,251,108,252.55,79.81,20,Cloudy,1,84.58,Summer
2022-01-13,P0006,Electronics,East,289,191,84,191.89,27.23,15,Sunny,1,28.37,Autumn
2022-01-13,P0007,Furniture,North,325,172,155,171.64,81.12,0,Rainy,0,80.18,Spring
2022-01-13,P0008,Toys,East,412,265,97,266.61,35.13,0,Sunny,1,38.46,Winter
2022-01-13,P0009,Furniture,West,455,319,33,338.27,80.33,10,Sunny,0,83.29,Spring
2022-01-13,P0010,Furniture,West,188,129,102,128.08,96.94,0,Rainy,1,98.88,Autumn
2022-01-13,P0011,Furniture,East,133,15,85,34.79,68.95,15,Sunny,1,69.33,Winter
2022-01-13,P0012,Groceries,East,195,51,153,68.12,18.39,20,Snowy,0,20.02,Summer
2022-01-13,P0013,Electronics,East,262,236,34,242.99,23.12,20,Snowy,1,27.01,Winter
2022-01-13,P0014,Furniture,West,50,9,46,3.86,59.04,15,Cloudy,0,63.79,Summer
2022-01-13,P0015,Furniture,South,475,374,157,372.66,51.73,10,Cloudy,1,48.28,Spring
2022-01-13,P0016,Clothing,East,176,85,33,96.99,13.03,15,Snowy,0,11.41,Autumn
2022-01-13,P0017,Toys,West,437,6,105,21.24,11.54,20,Sunny,1,10.8,Summer
2022-01-13,P0018,Furniture,South,55,49,171,58.67,73.07,15,Snowy,0,76.38,Winter
2022-01-13,P0019,Clothing,West,446,403,154,401.42,35.35,15,Rainy,0,39.82,Spring
2022-01-13,P0020,Furniture,West,458,251,42,241.62,55.46,0,Cloudy,0,53.38,Autumn
2022-01-14,P0001,Groceries,East,65,63,121,62.67,30.03,10,Sunny,0,27.0,Spring
2022-01-14,P0002,Furniture,West,221,188,41,190.21,71.13,5,Sunny,1,72.93,Autumn
2022-01-14,P0003,Electronics,West,214,198,114,216.1,71.46,15,Sunny,1,74.76,Autumn
2022-01-14,P0004,Electronics,South,444,71,152,84.01,56.5,0,Snowy,1,56.86,Winter
2022-01-14,P0005,Toys,West,352,126,157,141.12,68.46,10,Cloudy,0,73.08,Spring
2022-01-14,P0006,Groceries,West,216,144,126,137.13,54.23,10,Cloudy,0,50.36,Summer
2022-01-14,P0007,Toys,South,311,256,46,246.44,73.37,0,Cloudy,1,76.08,Summer
2022-01-14,P0008,Groceries,North,239,84,104,81.33,44.14,20,Rainy,1,44.23,Summer
2022-01-14,P0009,Electronics,South,362,165,41,176.22,70.11,20,Rainy,0,74.55,Winter
2022-01-14,P0010,Furniture,East,358,20,165,36.93,27.79,15,Sunny,1,30.75,Summer
2022-01-14,P0011,Toys,West,305,239,89,258.81,93.76,20,Cloudy,1,90.6,Winter
2022-01-14,P0012,Groceries,West,195,56,120,67.49,54.97,0,Sunny,0,59.3,Spring
2022-01-14,P0013,Clothing,North,80,21,23,15.58,63.57,15,Rainy,0,63.83,Autumn
2022-01-14,P0014,Groceries,East,219,80,136,74.02,16.06,20,Sunny,1,19.53,Autumn
2022-01-14,P0015,Electronics,South,338,292,175,309.25,70.88,5,Sunny,1,70.31,Summer
2022-01-14,P0016,Clothing,North,355,348,37,361.18,14.31,5,Sunny,0,15.75,Autumn
2022-01-14,P0017,Furniture,West,320,274,48,281.17,91.53,20,Cloudy,1,95.87,Autumn
2022-01-14,P0018,Groceries,East,439,222,51,241.54,14.13,10,Cloudy,0,15.07,Spring
2022-01-14,P0019,Groceries,West,65,0,122,-0.03,82.34,20,Rainy,1,79.8,Winter
2022-01-14,P0020,Groceries,South,254,81,129,100.73,66.83,15,Rainy,1,69.86,Autumn
